,id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT,division
829,829,8,6,7,62.08,6.47,50,4,"Lukasz Fabianski,Kyle Naughton,Federico Fernández,Ashley Williams,Neil Taylor,Tom Carroll,Jay Fulton,Nathan Dyer,Jonjo Shelvey,Marvin Emnes,Bafétimbi Gomis",0,1,40,11,32,6.15,1,2,5,33.27,10,0,6,68.18,9,10,5,0,5,52.94,"Fraser Forster,Nathaniel Clyne,Maya Yoshida,Jose Fonte,Ryan Bertrand,Harrison Reed,Steven Davis,Dusan Tadic,James Ward-Prowse,Eljero Elia,Graziano Pellè",64.88,2,2,32,1,5,78.57,1,4231,13,4,Michael Oliver,4,61.39,10,0,Garry Monk,30,6,0,50,0,12,10,57.5,Swansea City,5,3,10,1,4231,2,2,5,16,75.71,3,0,Southampton,Ronald Koeman,9,6,10,6.23,0,19,4,1,4,0,66.73,St. Mary's Stadium,12,9,80.11,01-02-15,23,6.33,18,69.44,38.61,6,EPL
809,809,16,11,15,62.29,6.73,67.86,12,"David Ospina,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Francis Coquelin,Santiago Cazorla,Aaron Ramsey,Danny Welbeck,Olivier Giroud,Mesut Özil",0,2,68.52,8,47,6.15,3,1,13,41.22,19,1,11,58.89,10,23,5,0,7,61.9,"Hugo Lloris,Kyle Walker,Jan Vertonghen,Eric Dier,Danny Rose,Nabil Bentaleb,Ryan Mason,Erik Lamela,Mousa Dembélé,Christian Eriksen,Harry Kane",69.26,8,7,47,2,5,50,2,4231,17,4,Martin Atkinson,8,53.86,23,1,Arsène Wenger,28,11,0,72.22,2,20,11,64.49,Arsenal,12,3,11,3,433,2,8,3,23,66.89,5,3,Tottenham Hotspur,Mauricio Pochettino,12,8,13,6.52,2,32,8,1,10,6,58.78,White Hart Lane,17,24,73.05,07-02-15,31,6.52,19,65.38,46.14,7,EPL
810,810,17,6,12,64.83,6.47,55.95,11,"Fraser Forster,Nathaniel Clyne,Maya Yoshida,Jose Fonte,Matt Targett,Victor Wanyama,Steven Davis,James Ward-Prowse,Sadio Mané,Eljero Elia,Graziano Pellè",0,7,75,13,37,6.17,5,3,2,47.17,9,2,9,62.12,3,16,3,1,1,63.54,"Robert Green,Nedum Onuoha,Richard Dunne,Steven Caulker,Clint Hill,Matthew Phillips,Leroy Fer,Joey Barton,Armand Traore,Adel Taarabt,Charlie Austin",62.23,6,7,37,2,14,64.44,6,4411,6,6,Roger East,6,48.48,16,0,Ronald Koeman,13,9,0,59.26,0,15,14,65.43,Southampton,14,3,14,1,4231,1,6,7,12,57.38,5,4,QPR,Kevin Bond,16,3,8,6.24,0,29,6,1,4,2,52.83,Loftus Road Stadium,17,6,56.5,07-02-15,35,6.42,21,68.06,51.52,16,EPL
811,811,14,8,12,57.08,6.36,63.64,6,"Costel Pantilimon,Anthony Réveillere,Santiago Vergini,John O'Shea,Patrick van Aanholt,Ricardo Álvarez,Sebastian Larsson,Liam Bridcutt,Jordi Gómez,Danny Graham,Jermain Defoe",0,3,35,11,26,6.27,1,1,13,42.27,11,1,8,75,7,13,3,0,2,40,"Lukasz Fabianski,Kyle Naughton,Federico Fernández,Ashley Williams,Neil Taylor,Jack Cork,Ki Sung-yueng,Modou Barrow,Jonjo Shelvey,Nathan Dyer,Bafétimbi Gomis",56.12,5,3,26,1,4,62.5,3,4231,4,8,Phil Dowd,4,59.45,13,1,Gus Poyet,12,8,0,83.33,1,14,7,67.65,Sunderland,4,2,7,3,4411,2,5,7,16,77.05,7,1,Swansea City,Garry Monk,13,7,11,6.16,1,24,4,1,7,1,57.73,Liberty Stadium,12,25,75.89,07-02-15,22,6.42,18,69.05,40.55,4,EPL
812,812,8,10,5,56.1,6.74,40.62,7,"Julian Speroni,Joel Ward,Damien Delaney,Scott Dann,Martin Kelly,James McArthur,Joe Ledley,Jason Puncheon,Jordon Mutch,Wilfried Zaha,Dwight Gayle",2,6,42.42,15,85,6.27,2,4,3,41.8,13,0,9,70.83,8,45,6,3,6,46.38,"Mark Schwarzer,Danny Simpson,Wes Morgan,Marcin Wasilewski,Paul Konchesky,Riyad Mahrez,Esteban Cambiasso,Matthew James,Jeffrey Schlupp,Leonardo Ulloa,David Nugent",48.45,4,7,85,3,9,57.14,3,442,8,1,Lee Mason,7,60.34,45,0,Alan Pardew,22,9,0,50,0,21,14,67.2,Crystal Palace,11,4,14,3,4231,2,4,3,19,68.31,8,6,Leicester City,Nigel Pearson,6,5,14,6.36,0,26,7,1,8,0,58.2,King Power Stadium,21,13,70.72,07-02-15,38,6.43,27,69.3,39.66,14,EPL
813,813,11,6,10,54.7,6.58,80,3,"Allan McGregor,Paul McShane,Michael Dawson,Alex Bruce,Ahmed Elmohamady,Jake Livermore,Tom Huddlestone,David Meyler,Robbie Brady,Gastón Ramírez,Sone Aluko",0,6,80,9,38,6.2,3,1,7,32.85,13,3,4,74.07,13,19,8,1,1,86.11,"Joe Hart,Pablo Zabaleta,Martín Demichelis,Vincent Kompany,Gaël Clichy,Samir Nasri,Fernandinho,Fernando,David Silva,Sergio Agüero,Edin Dzeko",65.82,3,9,38,3,3,77.78,2,442,13,8,Jonathan Moss,4,69.63,19,1,Steve Bruce,21,4,0,100,1,14,10,72.35,Hull,18,1,10,1,3421,1,3,4,18,75.44,6,1,Manchester City,Manuel Pellegrini,8,5,5,6.31,0,15,4,1,6,3,67.15,Etihad Stadium,5,14,73.71,07-02-15,30,6.35,12,76.92,30.37,7,EPL
814,814,9,1,7,65.15,6.53,53.85,6,"Thibaut Courtois,Branislav Ivanovic,John Terry,Gary Cahill,César Azpilicueta,Ramires,Nemanja Matic,Willian,Oscar,Eden Hazard,Didier Drogba",0,4,57.14,8,30,6.04,5,3,9,46.98,8,3,7,63.64,7,5,2,4,3,55.26,"Brad Guzan,Alan Hutton,Jores Okore,Ciaran Clark,Aly Cissokho,Carles Gil,Tom Cleverley,Ashley Westwood,Fabian Delph,Andreas Weimann,Gabriel Agbonlahor",68.79,2,4,30,0,9,77.78,4,451,4,3,Neil Swarbrick,5,52.78,5,1,José Mourinho,8,7,0,33.33,1,13,13,56.25,Chelsea,6,4,13,0,4231,2,2,3,8,76.11,6,7,Aston Villa,Paul Lambert,7,1,9,6.35,1,20,5,2,1,2,53.02,Villa Park,13,17,78.01,07-02-15,29,6.35,23,65.79,47.22,12,EPL
815,815,16,3,20,72.78,6.5,64.29,10,"Simon Mignolet,Mamadou Sakho,Emre Can,Martin Skrtel,Jordon Ibe,Lucas Leiva,Jordan Henderson,Alberto Moreno,Steven Gerrard,Raheem Sterling,Philippe Coutinho",3,8,20,11,22,6.14,6,7,3,54.54,3,3,13,84.62,3,11,1,3,1,33.33,"Joel Robles,Seamus Coleman,John Stones,Phil Jagielka,Bryan Oviedo,Muhamed Besic,James McCarthy,Gareth Barry,Kevin Mirallas,Steven Naismith,Romelu Lukaku",74.04,5,8,22,1,13,70.83,6,433,4,6,Anthony Taylor,2,45.08,11,0,Brendan Rodgers,11,13,0,50,0,18,5,73.68,Liverpool,10,2,5,0,343,0,5,3,6,76.81,8,6,Everton,Roberto Martinez,7,1,10,6.29,2,39,2,0,2,5,45.46,Goodison Park,19,12,79.22,07-02-15,25,6.33,15,76.79,54.92,17,EPL
816,816,9,6,9,58.12,6.28,50,7,"Ben Foster,Craig Dawson,Joleon Lescott,Gareth McAuley,Chris Baird,Claudio Yacob,Darren Fletcher,Chris Brunt,Callum McManaman,Victor Anichebe,Stéphane Sessegnon",1,5,50,10,53,6.47,5,4,7,51.43,8,2,7,87.5,5,22,5,2,0,50,"Tom Heaton,Kieran Trippier,Michael Keane,Jason Shackell,Ben Mee,George Boyd,Dean Marney,David Jones,Scott Arfield,Ashley Barnes,Danny Ings",65.36,3,4,53,1,9,66.67,3,4411,1,2,Mike Dean,1,52.07,22,1,Tony Pulis,3,7,2,42.86,2,6,8,64.29,West Bromwich Albion,6,2,8,3,433,1,3,5,12,69.54,5,6,Burnley,Sean Dyche,15,5,2,6.04,2,23,1,2,5,3,48.57,Turf Moor,14,15,78.71,08-02-15,20,6.68,14,69.84,47.93,12,EPL
817,817,13,5,12,59.57,6.47,94.44,5,"Asmir Begovic,Phil Bardsley,Philipp Wollscheid,Marc Muniesa,Marc Wilson,Steven N'Zonzi,Glenn Whelan,Mame Biram Diouf,Stephen Ireland,Victor Moses,Jonathan Walters",0,1,42.86,14,62,6.27,3,2,8,58.52,9,0,9,69.61,5,34,2,2,3,39.86,"Tim Krul,Daryl Janmaat,Fabricio Coloccini,Mike Williamson,Massadio Haidara,Vurnon Anita,Jack Colback,Rémy Cabella,Moussa Sissoko,Sammy Ameobi,Ayoze Pérez",53.4,5,5,62,1,6,65,1,4231,3,8,Kevin Friend,8,43.1,34,0,Mark Hughes,13,9,0,100,1,21,16,69.14,Stoke City,6,1,16,2,4231,0,5,9,9,67.75,7,8,Newcastle United,John Carver,17,3,16,6.25,0,22,8,1,5,2,41.48,St. James' Park,10,19,67.96,08-02-15,37,6.54,31,61.76,56.9,7,EPL
818,818,11,6,11,67.74,6.5,59.09,3,"David de Gea,Antonio Valencia,Marcos Rojo,Phil Jones,Luke Shaw,Daley Blind,Adnan Januzaj,Wayne Rooney,Ángel Di María,Falcao,Robin van Persie",1,3,60,7,68,6.32,6,6,7,52.32,8,2,8,75,9,31,1,5,5,35,"Adrián,Carl Jenkinson,Cheikhou Kouyaté,James Tomkins,Aaron Cresswell,Alexandre Song,Kevin Nolan,Mark Noble,Stewart Downing,Enner Valencia,Diafra Sakho",65.22,2,6,68,0,12,81.82,3,41212,9,8,Mark Clattenburg,3,43.43,31,0,Louis van Gaal,17,8,0,66.67,1,11,4,86.84,Manchester United,12,2,4,3,41212,1,2,8,13,58.25,3,9,West Ham United,Sam Allardyce,13,6,5,6.27,2,25,3,1,4,3,47.68,Boleyn Ground,14,17,55.86,08-02-15,24,6.67,12,71.43,56.57,18,EPL
798,798,8,12,6,66.98,6.21,61.11,7,"Mark Schwarzer,Danny Simpson,Robert Huth,Wes Morgan,Matt Upson,Paul Konchesky,Riyad Mahrez,Esteban Cambiasso,Matthew James,Jeffrey Schlupp,Andrej Kramaric",1,4,57.14,13,59,6.42,4,2,5,48.69,12,0,15,60,6,30,7,2,2,34.21,"David Ospina,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Tomas Rosicky,Francis Coquelin,Santiago Cazorla,Theo Walcott,Alexis Sánchez,Mesut Özil",65.74,5,3,59,4,6,42.86,3,433,10,1,Mike Jones,6,54.02,30,0,Nigel Pearson,19,15,2,66.67,2,12,9,74,Leicester City,9,2,9,6,541,0,5,7,17,74.04,4,6,Arsenal,Arsène Wenger,14,7,9,6.09,1,30,6,1,9,1,51.31,Emirates Stadium,24,10,75.66,10-02-15,31,6.75,22,54.55,45.98,11,EPL
799,799,11,4,11,64.02,6.2,72.73,7,"Brad Guzan,Alan Hutton,Jores Okore,Ciaran Clark,Aly Cissokho,Carles Gil,Ashley Westwood,Fabian Delph,Scott Sinclair,Gabriel Agbonlahor,Andreas Weimann",0,5,50,16,45,6.37,4,2,6,60.65,7,1,8,62.5,3,30,2,1,1,55.56,"Allan McGregor,Paul McShane,Michael Dawson,Alex Bruce,Ahmed Elmohamady,Robbie Brady,David Meyler,Jake Livermore,Tom Huddlestone,Nikica Jelavic,Dame N'Doye",62.32,6,1,45,0,7,45.45,4,352,6,4,Michael Oliver,2,39.67,30,0,Paul Lambert,16,8,1,85.71,2,5,6,70.59,Aston Villa,9,1,6,2,433,0,6,5,10,56.95,10,7,Hull,Steve Bruce,11,4,4,6.1,1,22,2,0,4,1,39.35,The KC Stadium,11,14,62.9,10-02-15,20,6.67,11,61.9,60.33,11,EPL
800,800,15,6,16,63.01,6.83,88.46,5,"Robert Green,Mauricio Isla,Steven Caulker,Rio Ferdinand,Yun Suk-Young,Joey Barton,Karl Henry,Matthew Phillips,Leroy Fer,Niko Kranjcar,Bobby Zamora",4,13,56.25,8,25,6.12,4,7,6,49.55,14,3,14,68.33,8,16,8,3,1,54.35,"Costel Pantilimon,Anthony Réveillere,Santiago Vergini,John O'Shea,Patrick van Aanholt,Jordi Gómez,Sebastian Larsson,Liam Bridcutt,Adam Johnson,Jermain Defoe,Connor Wickham",69.35,4,7,25,2,18,75.76,13,433,7,10,Martin Atkinson,8,54.47,16,2,Kevin Bond,14,14,0,80,0,19,19,65,QPR,16,2,19,1,4231,1,4,8,18,69.52,5,4,Sunderland,Gus Poyet,12,6,12,6.43,1,32,8,2,5,2,50.45,Stadium of Light,16,9,60.78,10-02-15,47,6.25,31,58.7,45.53,19,EPL
801,801,19,10,8,63.04,6.54,46.67,14,"Hugo Lloris,Kyle Walker,Jan Vertonghen,Eric Dier,Danny Rose,Nabil Bentaleb,Ryan Mason,Erik Lamela,Mousa Dembélé,Christian Eriksen,Harry Kane",3,7,55,13,32,6.27,5,6,7,49.09,8,2,9,68.63,5,13,4,3,2,60.53,"Simon Mignolet,Mamadou Sakho,Emre Can,Martin Skrtel,Jordon Ibe,Jordan Henderson,Steven Gerrard,Alberto Moreno,Philippe Coutinho,Lazar Markovic,Daniel Sturridge",71.67,9,9,32,3,10,58.82,7,3421,12,5,Phil Dowd,6,50.93,13,1,Mauricio Pochettino,21,9,1,58.33,3,20,13,65.05,Tottenham Hotspur,16,1,13,4,4231,1,9,8,16,65.38,6,7,Liverpool,Brendan Rodgers,17,7,11,6.32,0,25,6,2,5,1,50.91,Anfield,17,11,72.19,10-02-15,37,6.49,21,69.57,49.07,14,EPL
802,802,6,9,8,64.07,6.66,84.72,3,"Joe Hart,Pablo Zabaleta,Vincent Kompany,Eliaquim Mangala,Aleksandar Kolarov,Samir Nasri,Fernando,Fernandinho,David Silva,James Milner,Sergio Agüero",3,8,74.36,6,33,6.3,8,3,5,50.38,12,2,13,52.5,3,17,4,1,2,69.87,"Asmir Begovic,Geoff Cameron,Philipp Wollscheid,Marc Muniesa,Phil Bardsley,Steven N'Zonzi,Glenn Whelan,Marko Arnautovic,Mame Biram Diouf,Victor Moses,Peter Crouch",66.5,3,9,33,2,11,50,6,4231,4,3,Lee Mason,12,53.7,17,1,Manuel Pellegrini,14,13,1,100,1,25,22,51.39,Manchester City,13,4,22,5,4411,3,3,5,16,73.69,2,2,Stoke City,Mark Hughes,11,5,16,6.3,3,24,12,4,7,3,49.62,Britannia Stadium,16,8,70.52,11-02-15,44,6.45,31,46.49,46.3,14,EPL
803,803,9,2,7,66.12,6.48,20,5,"Tom Heaton,Kieran Trippier,Michael Keane,Jason Shackell,Ben Mee,George Boyd,David Jones,Scott Arfield,Michael Kightly,Ashley Barnes,Danny Ings",2,10,53.12,15,54,6.33,3,4,10,49.09,8,2,2,64.58,5,29,1,5,2,65.48,"David de Gea,Patrick McNair,Phil Jones,Jonny Evans,Marcos Rojo,Daley Blind,Ángel Di María,Wayne Rooney,Adnan Januzaj,Falcao,Robin van Persie",73.59,1,5,54,0,11,88.89,9,41212,4,4,Kevin Friend,7,54.38,29,1,Sean Dyche,13,2,2,20,3,17,19,52.68,Burnley,9,0,19,2,4411,0,1,3,11,73.92,7,8,Manchester United,Louis van Gaal,8,7,12,6.32,0,17,7,1,1,2,50.91,Old Trafford,10,21,68.9,11-02-15,38,6.68,29,90.62,45.62,13,EPL
804,804,10,11,9,63.01,6.44,75,5,"Tim Howard,Seamus Coleman,Phil Jagielka,John Stones,Bryan Oviedo,Muhamed Besic,Gareth Barry,Aaron Lennon,Ross Barkley,Steven Naismith,Romelu Lukaku",0,3,52.08,8,31,6.26,4,1,4,48,18,2,7,70.24,10,17,6,1,4,54.44,"Petr Cech,Branislav Ivanovic,Kurt Zouma,John Terry,César Azpilicueta,Ramires,Nemanja Matic,Juan Cuadrado,Willian,Eden Hazard,Loïc Remy",71.25,5,6,31,3,7,50,3,4231,7,5,Jonathan Moss,8,57.81,17,0,Roberto Martinez,12,7,0,100,1,19,12,72.62,Everton,15,1,12,2,4231,0,5,5,21,78.99,5,2,Chelsea,José Mourinho,13,7,13,6.23,1,18,8,0,11,2,52,Stamford Bridge,9,5,84.46,11-02-15,36,6.5,21,64.71,42.19,7,EPL
805,805,10,9,3,50.68,6.34,18.18,7,"Adrián,Carl Jenkinson,Cheikhou Kouyaté,James Tomkins,Aaron Cresswell,Alexandre Song,Morgan Amalfitano,Stewart Downing,Diafra Sakho,Carlton Cole,Enner Valencia",2,3,72.22,12,34,6.32,1,3,16,42.8,18,1,2,45.45,8,23,7,1,1,61.54,"Fraser Forster,Nathaniel Clyne,Jose Fonte,Florin Gardos,Maya Yoshida,Victor Wanyama,Harrison Reed,Steven Davis,Sadio Mané,Graziano Pellè,Eljero Elia",62.04,1,5,34,2,3,90,2,433,11,3,Craig Pawson,8,64.95,23,0,Sam Allardyce,24,2,0,14.29,0,16,10,60.53,West Ham United,11,0,10,2,433,0,1,8,21,74.91,7,2,Southampton,Ronald Koeman,11,7,11,6.2,0,15,8,0,7,3,57.2,St. Mary's Stadium,12,18,66.52,11-02-15,27,6.5,16,85.71,35.05,4,EPL
806,806,21,3,26,57.06,6.44,88.89,4,"Tim Krul,Daryl Janmaat,Fabricio Coloccini,Mike Williamson,Massadio Haidara,Moussa Sissoko,Jack Colback,Ayoze Pérez,Rémy Cabella,Yoan Gouffran,Papiss Demba Cissé",1,3,38.89,10,50,6.28,1,1,10,45.91,7,1,8,70.83,5,22,1,1,1,40.62,"Julian Speroni,Joel Ward,Damien Delaney,Brede Hangeland,Martin Kelly,Jason Puncheon,James McArthur,Joe Ledley,Wilfried Zaha,Marouane Chamakh,Yaya Sanogo",68.95,4,4,50,0,3,75,2,4411,9,17,Andre Marriner,4,53.23,22,1,John Carver,16,8,0,100,1,15,7,70.45,Newcastle United,7,0,7,1,4231,0,4,7,7,61.57,3,2,Crystal Palace,Alan Pardew,11,3,11,6.2,2,35,4,1,3,6,54.09,Selhurst Park,9,19,66.57,11-02-15,25,6.44,18,72.22,46.77,5,EPL
807,807,14,6,12,79.11,6.29,52.22,8,"Lukasz Fabianski,Kyle Naughton,Federico Fernández,Ashley Williams,Neil Taylor,Jack Cork,Ki Sung-yueng,Nathan Dyer,Jonjo Shelvey,Jefferson Montero,Bafétimbi Gomis",0,3,75,11,34,6.24,3,1,11,56.77,7,1,11,46.15,5,20,4,3,3,67.86,"Ben Foster,Craig Dawson,Joleon Lescott,Gareth McAuley,Chris Brunt,Claudio Yacob,Darren Fletcher,James Morrison,Saido Berahino,Callum McManaman,Brown Ideye",77.75,3,4,34,3,7,79.17,2,4231,5,6,Robert Madley,8,41.55,20,0,Garry Monk,10,11,0,35.71,2,15,10,55,Swansea City,8,1,10,1,4231,1,3,6,11,62.85,5,4,West Bromwich Albion,Tony Pulis,12,4,11,6.19,0,32,8,0,4,0,43.23,The Hawthorns,20,17,62.76,11-02-15,23,6.56,15,68.67,58.46,10,EPL
787,787,9,1,8,58.74,6.49,57.14,4,"Asmir Begovic,Phil Bardsley,Philipp Wollscheid,Marc Wilson,Erik Pieters,Steven N'Zonzi,Stephen Ireland,Glenn Whelan,Mame Biram Diouf,Jonathan Walters,Victor Moses",2,5,100,11,67,6.29,6,2,8,47.76,3,3,5,70,11,34,1,2,5,60,"Brad Guzan,Alan Hutton,Ciaran Clark,Ron Vlaar,Kieran Richardson,Carlos Sánchez,Carles Gil,Fabian Delph,Scott Sinclair,Christian Benteke,Gabriel Agbonlahor",58.66,2,7,67,0,9,78.57,5,433,5,5,Roger East,3,53.44,34,1,Mark Hughes,11,5,1,50,1,10,3,78.57,Stoke City,9,5,3,1,433,3,2,7,3,54.64,5,3,Aston Villa,Tim Sherwood,14,2,3,6.16,1,16,3,2,1,1,52.24,Villa Park,8,12,46.58,21-02-15,14,6.42,5,73.08,46.56,11,EPL
788,788,18,5,11,54.69,6.39,28.12,10,"Tom Heaton,Kieran Trippier,Michael Keane,Jason Shackell,Ben Mee,George Boyd,David Jones,Scott Arfield,Michael Kightly,Ashley Barnes,Danny Ings",0,4,41.67,9,44,6.5,5,1,7,38.68,13,2,6,68.75,7,23,3,3,5,46.67,"Thibaut Courtois,Branislav Ivanovic,Kurt Zouma,John Terry,Filipe Luis,Nemanja Matic,Cesc Fàbregas,Juan Cuadrado,Oscar,Eden Hazard,Diego Costa",61.02,3,5,44,1,7,84.62,3,4231,8,8,Martin Atkinson,8,54.93,23,0,Sean Dyche,13,6,1,28.57,1,21,15,66.67,Burnley,10,2,15,3,4411,2,3,5,14,70.14,4,7,Chelsea,José Mourinho,9,5,16,6.17,2,31,8,1,5,3,61.32,Stamford Bridge,20,11,74.7,21-02-15,38,6.78,28,81.25,45.07,10,EPL
789,789,25,6,18,63.97,6.94,86.67,13,"David Ospina,Calum Chambers,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Francis Coquelin,Santiago Cazorla,Danny Welbeck,Mesut Özil,Alexis Sánchez,Olivier Giroud",1,6,41.67,15,63,6.06,4,3,14,54.42,11,3,18,61.54,10,28,10,1,2,41.3,"Julian Speroni,Joel Ward,Damien Delaney,Scott Dann,Pape Souaré,Joe Ledley,Wilfried Zaha,Jason Puncheon,Jordon Mutch,Dwight Gayle,Fraizer Campbell",64.13,10,2,63,3,7,60.53,3,4141,11,12,Mark Clattenburg,5,54.8,28,2,Arsène Wenger,24,18,0,80,1,15,11,64.1,Arsenal,6,3,11,0,4231,2,10,8,22,56.71,8,1,Crystal Palace,Alan Pardew,14,3,13,6.47,1,39,5,2,2,3,45.58,Selhurst Park,21,21,45.18,21-02-15,32,6.22,26,58.33,45.2,12,EPL
790,790,8,9,11,52.2,6.3,57.69,4,"Robert Green,Darnell Furlong,Steven Caulker,Rio Ferdinand,Yun Suk-Young,Matthew Phillips,Karl Henry,Joey Barton,Niko Kranjcar,Charlie Austin,Bobby Zamora",1,3,25,18,56,6.33,3,2,4,53.48,12,2,11,85.71,5,30,2,4,1,50,"Allan McGregor,Paul McShane,Michael Dawson,Alex Bruce,Ahmed Elmohamady,Robbie Brady,David Meyler,Jake Livermore,Tom Huddlestone,Nikica Jelavic,Dame N'Doye",56.06,2,3,56,2,6,78.57,3,352,6,4,Anthony Taylor,1,52.65,30,1,Chris Ramsey,11,11,1,50,2,8,4,71.43,QPR,7,3,4,3,442,3,2,8,16,70.15,7,7,Hull,Steve Bruce,16,6,5,6.09,3,29,1,1,7,8,46.52,The KC Stadium,18,7,62,21-02-15,16,6.52,9,67.46,47.35,8,EPL
791,791,13,5,11,53.49,6.35,61.11,5,"Ben Foster,Craig Dawson,Joleon Lescott,Gareth McAuley,Chris Brunt,James Morrison,Claudio Yacob,Darren Fletcher,Craig Gardner,Brown Ideye,Saido Berahino",1,4,50,11,23,6.14,1,1,4,41.62,11,1,6,69.23,11,13,5,1,4,50,"Costel Pantilimon,Santiago Vergini,John O'Shea,Wes Brown,Anthony Réveillere,Ricardo Álvarez,Sebastian Larsson,Lee Cattermole,Adam Johnson,Danny Graham,Jermain Defoe",54.01,3,6,23,0,2,79.17,2,4411,2,8,Mike Jones,4,59.83,13,0,Tony Pulis,10,6,0,60,0,14,10,64.29,West Bromwich Albion,10,2,10,0,442,1,3,5,13,71.75,7,2,Sunderland,Gus Poyet,12,2,8,6.19,1,21,4,0,4,3,58.38,Stadium of Light,10,14,71.53,21-02-15,31,6.35,21,73.68,40.17,5,EPL
792,792,8,6,5,80.43,6.56,60.71,7,"David de Gea,Patrick McNair,Marcos Rojo,Phil Jones,Luke Shaw,Daley Blind,Ángel Di María,Ander Herrera,Marouane Fellaini,Robin van Persie,Wayne Rooney",0,7,50,6,41,6.18,3,6,6,54.1,10,2,10,80,4,17,3,1,3,50,"Lukasz Fabianski,Kyle Naughton,Federico Fernández,Ashley Williams,Neil Taylor,Jack Cork,Ki Sung-yueng,Gylfi Sigurdsson,Jonjo Shelvey,Wayne Routledge,Bafétimbi Gomis",81.47,5,4,41,1,14,37.5,5,4231,17,1,Neil Swarbrick,1,39.68,17,1,Louis van Gaal,30,10,1,71.43,2,6,4,66.67,Manchester United,6,1,4,3,41212,0,5,8,11,56.61,1,10,Swansea City,Garry Monk,15,6,2,6.33,2,22,1,1,6,3,45.9,Liberty Stadium,17,13,58.71,21-02-15,14,6.45,8,55.26,60.32,18,EPL
793,793,20,7,16,78.31,5.73,50,11,"Tim Krul,Daryl Janmaat,Fabricio Coloccini,Mike Williamson,Massadio Haidara,Vurnon Anita,Jack Colback,Yoan Gouffran,Moussa Sissoko,Ayoze Pérez,Papiss Demba Cissé",2,7,66.67,9,14,6.67,1,2,8,46.37,10,0,12,58.33,7,10,1,1,1,50,"Joe Hart,Pablo Zabaleta,Vincent Kompany,Eliaquim Mangala,Aleksandar Kolarov,Samir Nasri,Fernandinho,Yaya Touré,David Silva,Sergio Agüero,Edin Dzeko",76.03,7,5,14,0,6,70.59,5,442,10,9,Chris Foy,4,51.98,10,0,John Carver,18,12,3,61.11,5,11,7,78.03,Newcastle United,14,2,7,4,4231,0,7,5,16,79.99,5,3,Manchester City,Manuel Pellegrini,8,9,6,5.7,1,39,4,0,5,1,53.63,Etihad Stadium,23,12,78.05,21-02-15,28,7.1,14,72.86,48.02,8,EPL
