,id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT,division
1387,1387,15,6,16,67.56,6.55,58.33,9,"David de Gea,Matteo Darmian,Daley Blind,Chris Smalling,Cameron Borthwick-Jackson,Marouane Fellaini,Michael Carrick,Jesse Lingard,Juan Mata,Anthony Martial,Wayne Rooney",3,8,62.5,6,31,6.3,7,4,4,59.58,12,3,11,50,10,11,5,10,3,55.26,"Thibaut Courtois,Branislav Ivanovic,Kurt Zouma,John Terry,César Azpilicueta,John Obi Mikel,Nemanja Matic,Willian,Cesc Fàbregas,Oscar,Diego Costa",74.61,5,4,31,2,13,62.5,5,4231,3,6,Michael Oliver,9,51.99,11,0,Louis van Gaal,13,11,0,55.56,1,18,12,58.33,Manchester United,9,1,12,1,4231,0,5,2,16,73.28,6,11,Chelsea,Guus Hiddink,9,5,14,6.19,1,34,9,1,5,1,40.42,Stamford Bridge,18,8,71.78,07-02-16,32,6.46,23,72,48.01,17,EPL
1357,1357,7,5,9,67.73,6.48,50,3,"Fraser Forster,Virgil van Dijk,Jose Fonte,Ryan Bertrand,Steven Davis,Matt Targett,Jordy Clasie,Oriol Romeu,James Ward-Prowse,Shane Long,Graziano Pellè",4,9,25,10,41,6.22,5,5,14,47.97,9,2,2,80,5,17,3,1,1,42.86,"Lukasz Fabianski,Angel Rangel,Federico Fernández,Ashley Williams,Neil Taylor,Jack Cork,Leon Britton,André Ayew,Gylfi Sigurdsson,Wayne Routledge,Alberto Paloschi",67.07,2,4,41,1,12,75,7,4411,10,4,Jonathan Moss,1,52.89,17,0,Ronald Koeman,16,2,0,66.67,0,8,3,72.73,Southampton,7,2,3,1,3511,0,2,7,13,71.78,4,4,Swansea City,Francesco Guidolin,12,2,4,6.22,0,13,1,1,3,0,52.03,Liberty Stadium,4,21,69.92,13-02-16,14,6.35,7,86.36,47.11,14,EPL
1358,1358,12,2,7,60.83,6.7,45.83,10,"Jack Butland,Glen Johnson,Philipp Wollscheid,Marc Muniesa,Erik Pieters,Giannelli Imbula,Glenn Whelan,Xherdan Shaqiri,Ibrahim Afellay,Mame Biram Diouf,Jonathan Walters",1,6,42.86,7,20,6.05,6,1,7,39.22,7,3,8,72.73,9,9,5,1,5,38.46,"Artur Boruc,Adam Smith,Steve Cook,Simon Francis,Charlie Daniels,Andrew Surman,Junior Stanislas,Harry Arter,Dan Gosling,Marc Pugh,Benik Afobe",67.07,4,5,20,2,7,75,3,4141,14,2,Graham Scott,4,65.23,9,1,Mark Hughes,25,8,0,31.25,1,14,7,72.22,Stoke City,6,2,7,0,4231,2,4,8,11,79.32,2,2,AFC Bournemouth,Eddie Howe,18,2,9,6.36,1,23,4,3,2,1,60.78,Vitality Stadium,16,11,78.78,13-02-16,23,6.13,17,71.05,34.77,11,EPL
1359,1359,6,15,14,49.67,6.65,100,1,"Ben Foster,Craig Dawson,Jonas Olsson,Jonny Evans,James Chester,Claudio Yacob,Darren Fletcher,Stéphane Sessegnon,Saido Berahino,James McClean,Salomón Rondón",1,4,88.89,10,38,6.13,1,1,8,34.81,26,1,6,40.91,14,23,15,1,7,84.38,"Joel Robles,Seamus Coleman,Phil Jagielka,Ramiro Funes Mori,Bryan Oviedo,James McCarthy,Gareth Barry,Aaron Lennon,Ross Barkley,Tom Cleverley,Romelu Lukaku",54.69,1,5,38,8,5,90,4,4231,8,5,Michael Oliver,9,72.28,23,1,Tony Pulis,16,6,0,100,0,15,15,52.17,West Bromwich Albion,14,2,15,2,4231,1,1,2,33,83.36,8,1,Everton,Roberto Martinez,12,6,10,6.35,1,20,9,1,10,1,65.19,Goodison Park,6,12,79.05,13-02-16,32,6.38,18,77.08,27.72,5,EPL
1360,1360,12,6,14,50.93,6.53,60,5,"Heurelho Gomes,Nyom,Sebastian Prödl,Craig Cathcart,Nathan Aké,Etienne Capoue,Valon Behrami,Ben Watson,Troy Deeney,Odion Ighalo,Nordin Amrabat",0,4,100,16,48,6.03,4,4,6,53.39,9,2,7,90,8,22,2,1,3,67.78,"Wayne Hennessey,Joel Ward,Damien Delaney,Scott Dann,Pape Souaré,Mile Jedinak,Wilfried Zaha,Yohan Cabaye,Jordon Mutch,Connor Wickham,Emmanuel Adebayor",65.48,4,9,48,2,7,66.67,3,4141,11,7,Robert Madley,1,54.68,22,1,Enrique Sánchez Flores,22,7,1,80,1,10,13,72.92,Watford,23,0,13,2,433,0,4,9,15,65.69,5,3,Crystal Palace,Alan Pardew,14,5,1,6.32,4,25,1,2,3,6,46.61,Selhurst Park,11,18,56.87,13-02-16,43,6.32,20,76.52,45.32,10,EPL
1363,1363,13,7,9,72.92,6.24,40.91,8,"David de Gea,Matteo Darmian,Daley Blind,Chris Smalling,Cameron Borthwick-Jackson,Morgan Schneiderlin,Michael Carrick,Jesse Lingard,Juan Mata,Anthony Martial,Wayne Rooney",2,5,30,7,21,6.37,6,5,11,66.25,12,3,5,86.36,6,8,6,5,0,59.09,"Vito Mannone,DeAndre Yedlin,Lamine Koné,John O'Shea,Patrick van Aanholt,Jan Kirchhoff,Dame N'Doye,Yann M'Vila,Lee Cattermole,Wahbi Khazri,Jermain Defoe",79.77,2,6,21,3,9,86.36,2,4141,4,5,Andre Marriner,2,38.97,8,1,Louis van Gaal,14,5,1,21.43,2,12,7,70.45,Manchester United,12,6,7,1,4231,3,2,5,21,51.2,3,8,Sunderland,Sam Allardyce,15,5,6,6.04,1,21,2,1,3,2,33.75,Stadium of Light,12,22,43.32,13-02-16,24,6.55,12,76.47,61.03,12,EPL
1364,1364,7,4,11,65.73,6.33,54.9,6,"Adrián,Sam Byram,Angelo Ogbonna,James Collins,Aaron Cresswell,Alexandre Song,Pedro Obiang,Mark Noble,Michail Antonio,Enner Valencia,Dimitri Payet",0,4,100,16,45,6.15,6,0,5,52.63,8,1,15,55.56,3,20,3,1,2,66.67,"John Ruddy,Russell Martin,Sebastien Bassong,Timm Klose,Robbie Brady,Nathan Redmond,Jonny Howson,Gary O'Neil,Steven Naismith,Wes Hoolahan,Cameron Jerome",68.43,4,5,45,0,6,50,3,4411,8,1,Mike Jones,5,45.73,20,0,Slaven Bilic,23,15,0,60,2,10,9,69.74,West Ham United,11,8,9,0,433,6,4,7,13,56.98,9,3,Norwich,Alex Neil,11,3,5,6.18,1,36,5,2,2,3,47.37,Carrow Road,25,10,56.12,13-02-16,23,6.39,12,63.89,54.27,11,EPL
1365,1365,18,8,14,67.54,5.81,46.15,9,"Robert Elliot,Daryl Janmaat,Fabricio Coloccini,Steven Taylor,Rolando Aarons,Jonjo Shelvey,Cheick Tioté,Moussa Sissoko,Georginio Wijnaldum,Andros Townsend,Aleksandar Mitrovic",2,5,61.9,11,18,6.74,3,5,6,52.02,11,2,7,56.67,8,12,3,1,3,66.67,"Thibaut Courtois,Branislav Ivanovic,John Terry,Gary Cahill,César Azpilicueta,Nemanja Matic,Cesc Fàbregas,Eden Hazard,Willian,Pedro,Diego Costa",66.43,6,3,18,1,7,67.95,4,4231,9,9,Roger East,5,55.98,12,0,Steve McClaren,23,7,3,62.5,5,13,8,61.4,Newcastle United,8,0,8,4,4231,0,6,11,14,76,8,5,Chelsea,Guus Hiddink,16,7,10,5.77,0,28,5,1,6,2,47.98,Stamford Bridge,14,12,70.59,13-02-16,22,7.03,14,77.54,44.02,10,EPL
1354,1354,21,5,19,70.39,6.53,63.54,12,"Hugo Lloris,Kyle Walker,Kevin Wimmer,Toby Alderweireld,Danny Rose,Mousa Dembélé,Eric Dier,Son Heung-Min,Christian Eriksen,Dele Alli,Harry Kane",1,3,37.5,12,29,6.23,3,1,11,62.98,12,1,14,82.14,7,14,8,1,4,50,"Joe Hart,Pablo Zabaleta,Nicolás Otamendi,Vincent Kompany,Gaël Clichy,Fernandinho,Fernando,David Silva,Yaya Touré,Raheem Sterling,Sergio Agüero",76.32,9,7,29,3,3,62.5,2,4231,8,9,Mark Clattenburg,3,48.7,14,0,Mauricio Pochettino,16,14,0,70.83,1,15,12,74.07,Tottenham Hotspur,22,1,12,1,4231,1,9,11,19,70.47,7,1,Manchester City,Manuel Pellegrini,17,4,8,6.24,1,40,3,2,2,4,37.02,Etihad Stadium,21,18,61.45,14-02-16,45,6.41,23,69.87,51.3,6,EPL
1355,1355,16,4,6,43.7,6.54,45.56,12,"Kasper Schmeichel,Danny Simpson,Robert Huth,Wes Morgan,Christian Fuchs,Riyad Mahrez,N'Golo Kanté,Daniel Drinkwater,Marc Albrighton,Shinji Okazaki,Jamie Vardy",0,5,42.86,9,47,6.27,3,0,8,34.57,19,3,9,78.03,11,23,6,1,6,50,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Francis Coquelin,Aaron Ramsey,Alex Oxlade-Chamberlain,Mesut Özil,Alexis Sánchez,Olivier Giroud",51.74,4,14,47,2,6,77.5,4,4231,12,4,Martin Atkinson,6,70.29,23,1,Claudio Ranieri,26,9,0,29.17,2,28,16,68.25,Leicester City,21,2,16,0,442,2,4,2,24,83.56,6,1,Arsenal,Arsène Wenger,10,6,14,6.25,4,26,6,1,4,5,65.43,Emirates Stadium,20,15,76.87,14-02-16,53,6.5,32,64.47,29.71,7,EPL
1356,1356,13,2,13,77.63,6.96,60.71,6,"Simon Mignolet,Nathaniel Clyne,Mamadou Sakho,Kolo Touré,Alberto Moreno,James Milner,Emre Can,Jordan Henderson,Philippe Coutinho,Roberto Firmino,Daniel Sturridge",1,6,35.71,10,20,6.05,9,1,18,61.93,5,4,9,74.07,0,13,1,2,0,34.72,"Mark Bunn,Micah Richards,Jores Okore,Joleon Lescott,Aly Cissokho,Leandro Bacuna,Idrissa Gueye,Ashley Westwood,Jordan Veretout,Carles Gil,Gabriel Agbonlahor",79.91,5,4,20,0,7,56.67,3,4411,10,7,Neil Swarbrick,4,41.13,13,2,Jürgen Klopp,20,9,0,83.33,0,14,10,73.55,Liverpool,8,1,10,0,442,0,5,4,6,63.33,4,6,Aston Villa,Rémi Garde,9,1,10,6.44,0,28,4,6,1,0,38.07,Villa Park,15,34,62.87,14-02-16,34,5.96,26,65.94,58.87,11,EPL
1345,1345,9,5,8,54.67,6.32,42.86,6,"Vito Mannone,DeAndre Yedlin,Lamine Koné,John O'Shea,Patrick van Aanholt,Jan Kirchhoff,Dame N'Doye,Yann M'Vila,Lee Cattermole,Wahbi Khazri,Jermain Defoe",1,3,59.38,11,32,6.28,4,3,12,41.19,5,0,7,57.5,5,8,0,4,4,58.33,"Adrián,Sam Byram,Angelo Ogbonna,James Collins,Aaron Cresswell,Manuel Lanzini,Cheikhou Kouyaté,Mark Noble,Michail Antonio,Emmanuel Emenike,Dimitri Payet",47.33,2,9,32,0,9,83.33,2,433,8,3,Mike Dean,12,49.18,8,0,Sam Allardyce,15,7,1,25,1,28,13,68.97,Sunderland,18,2,13,3,4141,1,2,4,9,57.06,3,6,West Ham United,Slaven Bilic,9,3,19,6.15,0,24,12,0,2,0,58.81,Boleyn Ground,16,23,63.27,27-02-16,39,6.51,21,71.05,50.82,13,EPL
1346,1346,13,5,7,64.26,6.47,62.22,11,"Artur Boruc,Adam Smith,Steve Cook,Simon Francis,Charlie Daniels,Matt Ritchie,Harry Arter,Andrew Surman,Junior Stanislas,Joshua King,Benik Afobe",1,2,75,14,36,6.18,3,4,10,51.89,8,0,13,80.56,4,15,4,2,4,66.67,"Heurelho Gomes,Juan Carlos Paredes,Miguel Britos,Craig Cathcart,Nathan Aké,Valon Behrami,Etienne Capoue,Ben Watson,Nordin Amrabat,Odion Ighalo,Troy Deeney",63.01,6,11,36,2,7,47.5,0,442,7,2,Anthony Taylor,3,45.94,15,0,Eddie Howe,12,13,0,59.26,0,15,9,70.67,AFC Bournemouth,16,3,9,1,4411,3,6,5,14,59.36,8,5,Watford,Enrique Sánchez Flores,16,1,4,6.26,2,27,3,0,3,3,48.11,Vicarage Road,20,16,60.36,27-02-16,29,6.35,13,53.75,54.06,11,EPL
1347,1347,9,7,9,59.23,6.47,63.64,5,"John Ruddy,Ivo Pinto,Timm Klose,Ryan Bennett,Russell Martin,Robbie Brady,Nathan Redmond,Alexander Tettey,Jonny Howson,Steven Naismith,Cameron Jerome",1,5,54.55,9,50,6.21,1,3,8,42.95,11,1,8,62.5,3,27,5,3,1,52.94,"Kasper Schmeichel,Daniel Amartey,Robert Huth,Wes Morgan,Christian Fuchs,Riyad Mahrez,N'Golo Kanté,Daniel Drinkwater,Marc Albrighton,Shinji Okazaki,Jamie Vardy",59.64,4,6,50,4,9,57.14,5,442,7,4,Neil Swarbrick,7,54.56,27,0,Alex Neil,14,8,0,75,1,18,10,64,Norwich,9,4,10,0,541,3,4,7,13,59.74,3,4,Leicester City,Claudio Ranieri,11,3,12,6.22,1,22,7,0,7,1,57.05,King Power Stadium,13,18,58.81,27-02-16,27,6.42,18,63.89,45.44,9,EPL
1348,1348,14,5,5,78.03,6.34,55,11,"Thibaut Courtois,César Azpilicueta,Branislav Ivanovic,Gary Cahill,Baba Rahman,John Obi Mikel,Cesc Fàbregas,Eden Hazard,Willian,Pedro,Diego Costa",1,5,33.33,10,30,6.22,4,3,12,55.41,6,1,15,87.5,7,20,2,5,6,44.44,"Fraser Forster,Cédric Soares,Virgil van Dijk,Jose Fonte,Ryan Bertrand,Jordy Clasie,Oriol Romeu,Shane Long,Steven Davis,Matt Targett,Charlie Austin",73.97,7,5,30,2,14,58.33,5,4231,3,3,Martin Atkinson,1,39.58,20,0,Guus Hiddink,7,15,1,55.56,1,8,4,76.47,Chelsea,8,2,4,1,4231,0,7,6,7,67.91,2,8,Southampton,Ronald Koeman,11,2,3,6.19,1,29,1,2,4,5,44.59,St. Mary's Stadium,24,18,66.15,27-02-16,17,6.43,9,56,60.42,16,EPL
1349,1349,3,4,4,58.69,6.2,45,1,"Mark Bunn,Alan Hutton,Jores Okore,Joleon Lescott,Aly Cissokho,Jordan Veretout,Idrissa Gueye,Ashley Westwood,Leandro Bacuna,Gabriel Agbonlahor,Carles Gil",0,3,33.33,7,33,6.17,1,0,9,44.85,8,0,5,80,11,17,2,0,6,50,"Jack Butland,Phil Bardsley,Philipp Wollscheid,Geoff Cameron,Erik Pieters,Giannelli Imbula,Glenn Whelan,Xherdan Shaqiri,Ibrahim Afellay,Marko Arnautovic,Jonathan Walters",55.12,1,2,33,1,3,75,1,4231,9,2,Kevin Friend,1,56.75,17,0,Rémi Garde,20,5,0,100,2,6,9,60.53,Aston Villa,5,2,9,0,433,1,1,7,11,71.12,4,0,Stoke City,Mark Hughes,15,3,4,6.16,1,15,1,1,2,2,55.15,Britannia Stadium,11,16,72.99,27-02-16,24,6.48,19,69.23,43.25,5,EPL
1351,1351,7,7,7,61.93,6.13,50,2,"Wayne Hennessey,Martin Kelly,Damien Delaney,Scott Dann,Joel Ward,Wilfried Zaha,Yohan Cabaye,Joe Ledley,Jordon Mutch,Emmanuel Adebayor,Connor Wickham",0,2,50,14,56,6.51,2,5,8,51.05,7,0,8,66.67,3,28,1,1,0,75,"Ben Foster,Craig Dawson,Jonas Olsson,Gareth McAuley,Chris Brunt,Claudio Yacob,Craig Gardner,Darren Fletcher,Stéphane Sessegnon,Salomón Rondón,Saido Berahino",59.15,1,5,56,0,8,85.71,2,433,12,5,Jonathan Moss,3,45.82,28,0,Alan Pardew,14,8,3,50,3,11,9,50,Crystal Palace,8,1,9,4,442,0,1,9,11,63.26,7,6,West Bromwich Albion,Tony Pulis,16,5,6,5.94,0,22,3,2,4,1,48.95,The Hawthorns,16,10,61.99,27-02-16,20,6.74,12,65.79,54.18,15,EPL
1352,1352,4,11,10,49.19,6.64,75,0,"Lukasz Fabianski,Angel Rangel,Federico Fernández,Ashley Williams,Neil Taylor,Jack Cork,Leon Britton,Ki Sung-yueng,André Ayew,Gylfi Sigurdsson,Alberto Paloschi",2,5,50,11,37,6.19,4,4,13,40.57,23,2,3,91.67,7,22,6,2,2,58.33,"Hugo Lloris,Kyle Walker,Kevin Wimmer,Toby Alderweireld,Danny Rose,Christian Eriksen,Eric Dier,Son Heung-Min,Dele Alli,Erik Lamela,Harry Kane",46.02,0,7,37,1,7,100,4,4231,11,4,Mike Jones,2,56.06,22,1,Francesco Guidolin,19,3,0,0,2,10,5,85.19,Swansea City,15,3,5,6,4321,3,0,7,34,68.77,3,7,Tottenham Hotspur,Mauricio Pochettino,14,15,3,6.35,1,14,2,1,8,3,59.43,White Hart Lane,4,21,68.91,28-02-16,23,6.48,8,83.33,43.94,10,EPL
1353,1353,18,4,18,77.35,6.28,64.71,10,"Petr Cech,Héctor Bellerín,Gabriel Paulista,Laurent Koscielny,Nacho Monreal,Francis Coquelin,Aaron Ramsey,Danny Welbeck,Mesut Özil,Alexis Sánchez,Theo Walcott",2,7,66.67,21,14,6.28,5,3,4,52.72,3,2,11,55.55,2,8,1,1,0,58.33,"David de Gea,Guillermo Varela,Daley Blind,Michael Carrick,Marcos Rojo,Morgan Schneiderlin,Jesse Lingard,Ander Herrera,Juan Mata,Memphis Depay,Marcus Rashford",72.01,7,2,14,0,8,61.11,3,4141,9,8,Craig Pawson,4,40.08,8,1,Arsène Wenger,17,11,2,70,3,8,6,72.55,Arsenal,10,1,6,3,4231,1,7,9,7,64.08,10,3,Manchester United,Louis van Gaal,15,5,6,6.14,0,35,4,2,1,2,47.28,Old Trafford,17,15,66.38,28-02-16,20,6.51,10,69.12,59.92,13,EPL
1323,1323,13,6,13,73.01,6.82,50,5,"Joel Robles,Seamus Coleman,Phil Jagielka,Ramiro Funes Mori,Bryan Oviedo,James McCarthy,Gareth Barry,Aaron Lennon,Ross Barkley,Kevin Mirallas,Romelu Lukaku",0,4,80,8,27,6.02,7,2,6,56.25,12,4,6,68.18,9,10,5,1,3,57.69,"Brad Guzan,Alan Hutton,Ciaran Clark,Joleon Lescott,Micah Richards,Aly Cissokho,Leandro Bacuna,Idrissa Gueye,Ashley Westwood,Jordan Ayew,Gabriel Agbonlahor",78.31,1,7,27,2,10,95.83,4,532,4,8,Roger East,5,47.36,10,2,Roberto Martinez,10,6,0,12.5,1,14,9,70.83,Everton,12,1,9,3,4231,1,1,4,14,70.92,6,8,Aston Villa,Rémi Garde,7,5,7,6.47,0,25,5,3,6,0,43.75,Villa Park,12,17,68.37,01-03-16,29,6.19,17,79.37,52.64,10,EPL
1324,1324,8,6,11,66.87,6.25,85.71,5,"Fraser Forster,Maya Yoshida,Virgil van Dijk,Jose Fonte,Cédric Soares,Oriol Romeu,James Ward-Prowse,Ryan Bertrand,Sadio Mané,Shane Long,Charlie Austin",2,4,50,11,47,6.3,1,2,6,45.7,6,0,6,61.54,10,19,3,0,7,45.83,"Artur Boruc,Adam Smith,Steve Cook,Simon Francis,Charlie Daniels,Matt Ritchie,Harry Arter,Andrew Surman,Max Gradel,Benik Afobe,Joshua King",66.23,4,3,47,3,6,50,4,442,6,3,Mike Dean,6,48.2,19,0,Ronald Koeman,9,6,1,80,2,14,7,69.44,Southampton,6,4,7,2,3412,0,4,7,9,62.04,6,2,AFC Bournemouth,Eddie Howe,18,4,11,6.2,1,18,6,0,4,1,54.3,Vitality Stadium,7,10,76.27,01-03-16,20,6.52,14,66.67,51.8,6,EPL
1325,1325,15,12,21,51.06,6.49,71.43,5,"Ben Foster,Craig Dawson,Jonas Olsson,Gareth McAuley,James Chester,Stéphane Sessegnon,Claudio Yacob,Darren Fletcher,Craig Gardner,Salomón Rondón,Saido Berahino",1,2,44.44,10,53,6.2,3,2,13,37.89,14,1,7,63.64,11,20,7,0,5,53.12,"Kasper Schmeichel,Danny Simpson,Robert Huth,Wes Morgan,Christian Fuchs,Riyad Mahrez,Daniel Drinkwater,Andy King,Marc Albrighton,Shinji Okazaki,Jamie Vardy",56.32,5,2,53,4,9,77.27,2,442,9,10,Mark Clattenburg,6,63.98,20,1,Tony Pulis,24,7,2,100,2,14,11,57.5,West Bromwich Albion,4,4,11,2,442,3,5,2,22,71.69,4,3,Leicester City,Claudio Ranieri,8,4,12,6.31,0,30,6,2,6,1,62.11,King Power Stadium,9,25,76.02,01-03-16,25,6.5,21,82,36.02,11,EPL
1326,1326,15,2,8,65.75,6.72,67.65,13,"Thibaut Courtois,César Azpilicueta,Branislav Ivanovic,Gary Cahill,Kenedy,Nemanja Matic,Cesc Fàbregas,Bertrand Traore,Oscar,Eden Hazard,Diego Costa",3,6,45.45,17,22,5.96,2,4,5,52.64,11,2,13,70,4,6,4,2,0,57.14,"John Ruddy,Ivo Pinto,Timm Klose,Ryan Bennett,Russell Martin,Robbie Brady,Nathan Redmond,Alexander Tettey,Jonny Howson,Wes Hoolahan,Cameron Jerome",72.68,8,5,22,1,10,46.15,6,541,10,3,Lee Mason,5,51.81,6,2,Guus Hiddink,19,13,0,62.5,1,17,15,63.33,Chelsea,12,2,15,0,4231,0,8,3,13,72.83,10,4,Norwich,Alex Neil,5,2,12,6.49,2,26,5,2,2,3,47.36,Carrow Road,19,16,74.85,01-03-16,37,6.1,25,50,48.19,10,EPL
1327,1327,8,9,11,59.16,6.41,59.72,8,"Wayne Hennessey,Joel Ward,Damien Delaney,Scott Dann,Martin Kelly,Mile Jedinak,Yohan Cabaye,Wilfried Zaha,Jordon Mutch,Yannick Bolasie,Connor Wickham",1,5,66.67,11,41,6.31,5,4,9,44.46,13,2,10,55.56,4,22,4,2,2,66.67,"Vito Mannone,DeAndre Yedlin,Lamine Koné,John O'Shea,Patrick van Aanholt,Jan Kirchhoff,Dame N'Doye,Yann M'Vila,Jack Rodwell,Wahbi Khazri,Jermain Defoe",50.12,5,5,41,3,11,46.67,5,4141,7,0,Anthony Taylor,5,53.78,22,0,Alan Pardew,19,10,1,53.33,2,12,9,58.33,Crystal Palace,9,3,9,5,4231,2,5,6,17,69.05,6,5,Sunderland,Sam Allardyce,14,6,7,6.17,0,27,5,2,8,0,55.54,Stadium of Light,16,14,69.27,01-03-16,22,6.5,13,68.84,46.22,13,EPL
1329,1329,10,8,8,61.72,6.2,25,6,"Hugo Lloris,Kieran Trippier,Kevin Wimmer,Toby Alderweireld,Ben Davies,Ryan Mason,Eric Dier,Nacer Chadli,Christian Eriksen,Erik Lamela,Harry Kane",0,0,52.38,10,42,6.43,3,0,7,60.64,11,0,4,71.79,6,22,5,0,5,47.92,"Adrián,Cheikhou Kouyaté,Angelo Ogbonna,James Collins,Aaron Cresswell,Pedro Obiang,Mark Noble,Michail Antonio,Manuel Lanzini,Dimitri Payet,Emmanuel Emenike",57.9,3,6,42,3,8,79.17,0,352,6,4,Andre Marriner,6,37.77,22,0,Mauricio Pochettino,17,4,1,40,1,17,11,76.34,Tottenham Hotspur,21,2,11,3,4231,1,3,7,14,44.45,4,3,West Ham United,Slaven Bilic,11,3,11,6.04,5,23,6,0,6,7,39.36,Boleyn Ground,15,29,41.37,02-03-16,43,6.67,22,85.96,62.23,9,EPL
1330,1330,17,2,20,65.44,6.44,58.82,12,"Robert Elliot,Daryl Janmaat,Steven Taylor,Jamaal Lascelles,Paul Dummett,Jonjo Shelvey,Jack Colback,Moussa Sissoko,Georginio Wijnaldum,Yoan Gouffran,Aleksandar Mitrovic",1,3,50,11,38,6.19,3,1,3,39.32,9,2,14,70,5,19,2,0,0,43.59,"Jack Butland,Phil Bardsley,Philipp Wollscheid,Geoff Cameron,Erik Pieters,Giannelli Imbula,Glenn Whelan,Xherdan Shaqiri,Ibrahim Afellay,Marko Arnautovic,Jonathan Walters",61.37,6,4,38,0,4,66.67,2,4231,8,5,Neil Swarbrick,5,52.92,19,0,Steve McClaren,16,14,0,50,1,12,9,73.02,Newcastle United,10,1,9,1,4231,0,6,5,9,70.06,4,1,Stoke City,Mark Hughes,6,2,8,6.27,1,43,5,0,2,1,60.68,Britannia Stadium,23,16,82.09,02-03-16,27,6.39,17,73.89,47.08,5,EPL
1331,1331,18,10,17,66.15,6.37,40.62,6,"Lukasz Fabianski,Kyle Naughton,Jordi Amat,Ashley Williams,Stephen Kingsley,Leroy Fer,Jack Cork,Ki Sung-yueng,André Ayew,Bafétimbi Gomis,Wayne Routledge",2,5,71.43,8,10,6.45,2,4,8,38.83,14,1,9,61.54,7,6,6,2,2,59.65,"Petr Cech,Héctor Bellerín,Gabriel Paulista,Per Mertesacker,Nacho Monreal,Francis Coquelin,Aaron Ramsey,Joel Campbell,Mesut Özil,Alexis Sánchez,Olivier Giroud",76.58,3,6,10,4,9,85.71,4,4231,4,12,Robert Madley,5,62.43,6,1,Francesco Guidolin,9,9,1,50,1,13,13,61.31,Swansea City,10,3,13,2,4312,1,3,5,17,80.74,2,3,Arsenal,Arsène Wenger,11,4,7,6.13,1,37,5,2,8,3,61.17,Emirates Stadium,20,17,82.94,02-03-16,32,6.63,22,80.46,37.57,11,EPL
1332,1332,28,4,28,68.54,6.26,78.26,13,"Joe Hart,Pablo Zabaleta,Nicolás Otamendi,Vincent Kompany,Gaël Clichy,Fernandinho,Fernando,Jesús Navas,David Silva,Raheem Sterling,Sergio Agüero",1,3,68.18,14,22,6.31,1,1,11,45.08,9,0,19,67.59,3,13,1,1,1,58.33,"Simon Mignolet,Jon Flanagan,Dejan Lovren,Kolo Touré,Nathaniel Clyne,James Milner,Emre Can,Jordan Henderson,Adam Lallana,Roberto Firmino,Divock Origi",68,11,11,22,1,4,59.13,3,4411,8,15,Martin Atkinson,9,51.03,13,0,Manuel Pellegrini,19,19,2,87.5,3,25,13,70.56,Manchester City,18,1,13,3,4231,1,11,5,11,66.97,7,2,Liverpool,Jürgen Klopp,14,7,14,6.22,3,53,9,0,4,4,54.92,Anfield,25,22,73.39,02-03-16,40,6.79,22,62.61,48.97,4,EPL
